English	Term1	Term2	Term1_Audio	Term2_Audio	tags
"bicycle dealer (male)<br><img src=""40057870_507.jpg"" width=""50%"" height=""50%"">"	der Fahrradhändler, die Fahrradhändler		[sound:BAKU_A1_Fahrradhaendler_dwdownload.mp3]		meine-tante
"bicycle dealer (female)<br><img src=""40057704_507.jpg"" width=""50%"" height=""50%"">"	die Fahrradhändlerin, die Fahrradhändlerinnen		[sound:BAKU_A1_Fahrradhaendlerin_dwdownload.mp3]		meine-tante
generation	die Generation, die Generationen		[sound:BAKU_B1_Generation_dwdownload.mp3]		meine-tante
"hand<br><img src=""40057541_507.jpg"" width=""50%"" height=""50%"">"	die Hand, die Hände		[sound:BAKU_A1_Hand_dwdownload.mp3]		meine-tante
"to marry somebody<br><img src=""40026349_507.jpg"" width=""50%"" height=""50%"">"	jemanden heiraten <br><small><i>heiratet, heiratete, hat geheiratet</i></small>		[sound:BAKU_A2_heiraten_dwdownload.mp3]		meine-tante
more and more; increasing	immer mehr		[sound:BAKU_A1_immer_mehr_dwdownload.mp3]		meine-tante
conservative	konservativ <br><small><i>konservativer, am konservativsten</i></small>		[sound:BAKU_A1_konservativ_dwdownload.mp3]		meine-tante
"masculine; manly<br><img src=""40057732_507.jpg"" width=""50%"" height=""50%"">"	männlich		[sound:BAKU_A1_maennlich_dwdownload.mp3]		meine-tante
to be one's own boss (male/female)	sein eigener Chef sein / ihre eigene Chefin sein <br><small><i>ist, war, ist gewesen</i></small>		[sound:BAKU_sein_eigener_Chef_sein_dwdownload.mp3]		meine-tante
stereotype	das Stereotyp, die Stereotype		[sound:BAKU_A1_Stereotyp_dwdownload.mp3]		meine-tante
typical	typisch <br><small><i>typischer, am typischsten</i></small>		[sound:BAKU_A1_typisch_dwdownload.mp3]		meine-tante
independent	unabhängig <br><small><i>unabhängiger, am unabhängigsten</i></small>		[sound:BAKU_B1_unabhaengig_dwdownload.mp3]		meine-tante
unthinkable	undenkbar <br><small><i>undenkbarer, am undenkbarsten</i></small>		[sound:BAKU_A1_undenkbar_dwdownload.mp3]		meine-tante
"female; feminine<br><img src=""40057394_507.jpg"" width=""50%"" height=""50%"">"	weiblich		[sound:BAKU_A1_weiblich_dwdownload.mp3]		meine-tante
You're boring!	Du langweilst mich!		[sound:BAKU_A1_du_langweilst_mich_dwdownload.mp3]		mein-bruder
You're annoying me!	Du nervst mich!		[sound:BAKU_A1_du_nervst_mich_dwdownload.mp3]		mein-bruder
You're crazy!	Du spinnst!		[sound:BAKU_A1_du_spinnst_dwdownload.mp3]		mein-bruder
You understand me.	Du verstehst mich.		[sound:BAKU_A1_du_verstehst_mich_dwdownload.mp3]		mein-bruder
"only child<br><img src=""40057842_507.jpg"" width=""50%"" height=""50%"">"	das Einzelkind, die Einzelkinder		[sound:BAKU_A2_Einzelkind_dwdownload.mp3]		mein-bruder
"to feed somebody/something<br><img src=""40057955_507.jpg"" width=""50%"" height=""50%"">"	etwas/jemanden füttern  <br><small><i>füttert, fütterte, hat gefüttert</i></small>		[sound:BAKU_A1_fuettern_dwdownload.mp3]		mein-bruder
to be born	geboren		[sound:BAKU_A2_geboren_dwdownload.mp3]		mein-bruder
the same	gleich		[sound:BAKU_A1_gleich_dwdownload.mp3]		mein-bruder
"dog<br><img src=""40094317_507.jpg"" width=""50%"" height=""50%"">"	der Hund, die Hunde		[sound:BAKU_A1_Hund_dwdownload.mp3]		mein-bruder
I like you.	Ich mag dich.		[sound:BAKU_A1_ich_mag_dich_dwdownload.mp3]		mein-bruder
someone; anyone	jemand		[sound:BAKU_A1_jemand_dwdownload.mp3]		mein-bruder
"to smoke<br><img src=""40057002_507.jpg"" width=""50%"" height=""50%"">"	(etwas) rauchen <br><small><i>raucht, rauchte, hat geraucht</i></small>		[sound:BAKU_A1_rauchen_dwdownload.mp3]		mein-bruder
should; to be supposed to do sth. 	sollen <br><small><i>soll, sollte</i></small>		[sound:BAKU_A2_sollen_dwdownload.mp3]		mein-bruder
stress	der Stress <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Stress_dwdownload.mp3]		mein-bruder
relative (female)	die Verwandte, die Verwandten <br><small><i>mit unbestimmtem Artikel: eine Verwandte, Verwandte</i></small>		[sound:BAKU_A1_Verwandte_die_dwdownload.mp3]		mein-bruder
relative (male)	der Verwandte, die Verwandten <br><small><i>mit unbestimmtem Artikel: ein Verwandter, Verwandte</i></small>		[sound:BAKU_A1_Verwandte_der_dwdownload.mp3]		mein-bruder
to keep/continue searching	weiter|suchen <br><small><i>sucht weiter, suchte weiter, hat weitergesucht</i></small>		[sound:BAKU_A1_weitersuchen_dwdownload.mp3]		mein-bruder
"twin brother<br><img src=""40057451_507.jpg"" width=""50%"" height=""50%"">"	der Zwillingsbruder, die Zwillingsbrüder		[sound:BAKU_A1_Zwillingsbruder_dwdownload.mp3]		mein-bruder
"twin sister<br><img src=""40057210_507.jpg"" width=""50%"" height=""50%"">"	die Zwillingsschwester, die Zwillingsschwestern		[sound:BAKU_A1_Zwillingsschwester_dwdownload.mp3]		mein-bruder
"to work out; to do aerobics<br><img src=""39693355_507.jpg"" width=""50%"" height=""50%"">"	Aerobic machen <br><small><i>macht, machte, hat gemacht</i></small>		[sound:BAKU_A2_Aerobic_machen_dwdownload.mp3]		von-kopf-bis-fuß
"arm<br><img src=""40056695_507.jpg"" width=""50%"" height=""50%"">"	der Arm, die Arme		[sound:BAKU_A1_Arm_der_dwdownload.mp3]		von-kopf-bis-fuß
"eye<br><img src=""40135192_507.jpg"" width=""50%"" height=""50%"">"	das Auge, die Augen		[sound:BAKU_A1_Auge_dwdownload.mp3]		von-kopf-bis-fuß
basketball	der Basketball <br><small><i>nur Singular</i></small>		[sound:BAKU_Basketball_dwdownload.mp3]		von-kopf-bis-fuß
"belly; stomach<br><img src=""40056623_507.jpg"" width=""50%"" height=""50%"">"	der Bauch, die Bäuche		[sound:BAKU_A1_Bauch_dwdownload.mp3]		von-kopf-bis-fuß
"leg<br><img src=""40056651_507.jpg"" width=""50%"" height=""50%"">"	das Bein, die Beine		[sound:BAKU_A1_Bein_dwdownload.mp3]		von-kopf-bis-fuß
ready; prepared	bereit		[sound:BAKU_B1_bereit_dwdownload.mp3]		von-kopf-bis-fuß
wide; broad	breit <br><small><i>breiter, am breitesten</i></small>		[sound:BAKU_A1_breit_dwdownload.mp3]		von-kopf-bis-fuß
"chest; breast<br><img src=""40056719_507.jpg"" width=""50%"" height=""50%"">"	die Brust, die Brüste		[sound:BAKU_B1_Brust_dwdownload.mp3]		von-kopf-bis-fuß
to tell (a story) to somebody	jemandem etwas erzählen <br><small><i>erzählt, erzählte, hat erzählt</i></small>		[sound:BAKU_A2_erzaehlen_dwdownload.mp3]		von-kopf-bis-fuß
"finger<br><img src=""40057972_507.jpg"" width=""50%"" height=""50%"">"	der Finger, die Finger		[sound:BAKU_A1_Finger_dwdownload.mp3]		von-kopf-bis-fuß
"foot<br><img src=""39458660_507.jpg"" width=""50%"" height=""50%"">"	der Fuß, die Füße		[sound:BAKU_A1_Fuss_dwdownload.mp3]		von-kopf-bis-fuß
"football<br><img src=""39458678_507.jpg"" width=""50%"" height=""50%"">"	der Fußball, die Fußbälle 		[sound:BAKU_A1_Fussball_dwdownload.mp3]		von-kopf-bis-fuß
"golf<br><img src=""40057718_507.jpg"" width=""50%"" height=""50%"">"	das Golf <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Golf_dwdownload.mp3]		von-kopf-bis-fuß
"hair<br><img src=""40057513_507.jpg"" width=""50%"" height=""50%"">"	das Haar, die Haare		[sound:BAKU_A1_Haar_dwdownload.mp3]		von-kopf-bis-fuß
"neck; throat<br><img src=""40057760_507.jpg"" width=""50%"" height=""50%"">"	der Hals, die Hälse		[sound:BAKU_A1_Hals_dwdownload.mp3]		von-kopf-bis-fuß
handball	der Handball <br><small><i>nur Singular</i></small>		[sound:BAKU_Handball_dwdownload.mp3]		von-kopf-bis-fuß
"chin<br><img src=""40057280_507.jpg"" width=""50%"" height=""50%"">"	das Kinn, die Kinne <br><small><i>Plural selten</i></small>		[sound:BAKU_A1_Kinn_dwdownload.mp3]		von-kopf-bis-fuß
"to climb<br><img src=""40057066_507.jpg"" width=""50%"" height=""50%"">"	klettern <br><small><i>klettert, kletterte, ist geklettert</i></small>		[sound:BAKU_B1_klettern_dwdownload.mp3]		von-kopf-bis-fuß
"knee<br><img src=""39449765_507.jpg"" width=""50%"" height=""50%"">"	das Knie, die Knie		[sound:BAKU_A1_Knie_dwdownload.mp3]		von-kopf-bis-fuß
"head<br><img src=""40244335_507.jpg"" width=""50%"" height=""50%"">"	der Kopf, die Köpfe		[sound:BAKU_A1_Kopf_dwdownload.mp3]		von-kopf-bis-fuß
"body<br><img src=""40094813_507.jpg"" width=""50%"" height=""50%"">"	der Körper, die Körper		[sound:BAKU_A1_Koerper_dwdownload.mp3]		von-kopf-bis-fuß
"to walk<br><img src=""40244323_507.jpg"" width=""50%"" height=""50%"">"	laufen <br><small><i>läuft, lief, ist gelaufen</i></small>		[sound:BAKU_A1_laufen_dwdownload.mp3]		von-kopf-bis-fuß
"mouth<br><img src=""40056960_507.jpg"" width=""50%"" height=""50%"">"	der Mund, die Münder		[sound:BAKU_A1_Mund_dwdownload.mp3]		von-kopf-bis-fuß
"nose<br><img src=""39388302_507.jpg"" width=""50%"" height=""50%"">"	die Nase, die Nasen		[sound:BAKU_A1_Nase_dwdownload.mp3]		von-kopf-bis-fuß
"ear<br><img src=""40057044_507.jpg"" width=""50%"" height=""50%"">"	das Ohr, die Ohren		[sound:BAKU_A1_Ohr_dwdownload.mp3]		von-kopf-bis-fuß
perfect	perfekt		[sound:BAKU_A2_perfekt_dwdownload.mp3]		von-kopf-bis-fuß
"back<br><img src=""40056841_507.jpg"" width=""50%"" height=""50%"">"	der Rücken, die Rücken		[sound:BAKU_A1_Ruecken_dwdownload.mp3]		von-kopf-bis-fuß
bat; club; racket	der Schläger, die Schläger		[sound:BAKU_der_Schlaeger_dwdownload.mp3]		von-kopf-bis-fuß
shoulder	die Schulter, die Schultern		[sound:BAKU_A1_Schulter_dwdownload.mp3]		von-kopf-bis-fuß
special; particular	speziell <br><small><i>spezieller, am speziellsten</i></small>		[sound:BAKU_A1_speziell_dwdownload.mp3]		von-kopf-bis-fuß
"type of sport<br><img src=""43811032_507.jpg"" width=""50%"" height=""50%"">"	die Sportart, die Sportarten		[sound:BAKU_B1_Sportart_dwdownload.mp3]		von-kopf-bis-fuß
heavy; strong	stark <br><small><i>stärker, am stärksten</i></small>		[sound:BAKU_A1_stark_dwdownload.mp3]		von-kopf-bis-fuß
to hurt/injure oneself	sich verletzen <br><small><i>verletzt, verletzte, hat verletzt</i></small>		[sound:BAKU_A2_verletzen_dwdownload.mp3]		von-kopf-bis-fuß
food; board; meals	die Verpflegung, die Verpflegungen <br><small><i>Plural selten</i></small>		[sound:BAKU_A2_Verpflegung_dwdownload.mp3]		von-kopf-bis-fuß
"yoga mat<br><img src=""39556771_507.jpg"" width=""50%"" height=""50%"">"	die Yoga-Matte, die Yoga-Matten		[sound:BAKU_A1_Yogamatte_dwdownload.mp3]		von-kopf-bis-fuß
"tooth<br><img src=""40137338_507.jpg"" width=""50%"" height=""50%"">"	der Zahn, die Zähne		[sound:BAKU_A2_Zahn_dwdownload.mp3]		von-kopf-bis-fuß
"toe<br><img src=""40056543_507.jpg"" width=""50%"" height=""50%"">"	der Zeh, die Zehen <br><small><i>alternativ: die Zehe, die Zehen</i></small>		[sound:BAKU_A1_zeh_dwdownload.mp3]		von-kopf-bis-fuß
fair	fair <br><small><i>fairer, am fairsten</i></small>		[sound:BAKU_B1_fair_dwdownload.mp3]		bist-du-fit
lazy	faul <br><small><i>fauler, am faulsten</i></small>		[sound:BAKU_A2_faul_dwdownload.mp3]		bist-du-fit
fit	fit  <br><small><i>fitter, am fittesten</i></small>		[sound:BAKU_A2_fit_dwdownload.mp3]		bist-du-fit
to join in	bei etwas mit|machen <br><small><i>macht mit, machte mit, hat mitgemacht</i></small>		[sound:BAKU_A2_mitmachen_dwdownload.mp3]		bist-du-fit
schedule; plan	der Plan, die Pläne		[sound:BAKU_A1_Plan_dwdownload.mp3]		bist-du-fit
pros; professionals	der Profi, die Profis		[sound:BAKU_A2_Profi_dwdownload.mp3]		bist-du-fit
since	seit		[sound:BAKU_A1_seit_dwdownload.mp3]		bist-du-fit
athlete (male)	der Sportler, die Sportler		[sound:BAKU_A1_Sportler_dwdownload.mp3]		bist-du-fit
athlete (female)	die Sportlerin, die Sportlerinnen		[sound:BAKU_A1_Sportlerin_dwdownload.mp3]		bist-du-fit
sporty; athletic	sportlich <br><small><i>sportlicher, am sportlichsten</i></small>		[sound:BAKU_A1_sportlich_dwdownload.mp3]		bist-du-fit
"goal<br><img src=""43802138_507.jpg"" width=""50%"" height=""50%"">"	das Tor, die Tore		[sound:BAKU_A1_Tor_dwdownload.mp3]		bist-du-fit
to shoot a goal	ein Tor schießen  <br><small><i>schießt, schoss, hat geschossen</i></small>		[sound:BAKU_B1_schiessen_dwdownload.mp3]		bist-du-fit
"to train; to practice<br><img src=""39655149_507.jpg"" width=""50%"" height=""50%"">"	trainieren <br><small><i>trainiert, trainierte, hat trainiert</i></small>		[sound:BAKU_A1_trainieren_dwdownload.mp3]		bist-du-fit
not athletic; not sporty	unsportlich <br><small><i>unsportlicher, am unsportlichsten</i></small>		[sound:BAKU_A1_unsportlich_dwdownload.mp3]		bist-du-fit
club; organization	der Verein, die Vereine		[sound:BAKU_A2_Verein_dwdownload.mp3]		bist-du-fit
to lose (something)	(etwas) verlieren <br><small><i>verliert, verlor, hat verloren</i></small>		[sound:BAKU_A1_verlieren_dwdownload.mp3]		bist-du-fit
how often	wie oft		[sound:BAKU_A1_wie_oft_dwdownload.mp3]		bist-du-fit
everyday life	der Alltag <br><small><i>nur Singular</i></small>		[sound:BAKU_A2_Alltag_dwdownload.mp3]		fitness
"to relax<br><img src=""40244093_507.jpg"" width=""50%"" height=""50%"">"	sich aus|ruhen <br><small><i>ruht aus, ruhte aus, hat ausgeruht</i></small>		[sound:BAKU_A1_ausruhen_dwdownload.mp3]		fitness
especially, particularly	besonders		[sound:BAKU_A1_besonders_dwdownload.mp3]		fitness
to move; to exercise	sich bewegen <br><small><i>bewegt, bewegte, hat bewegt</i></small>		[sound:BAKU_B1_bewegen_dwdownload.mp3]		fitness
movement	die Bewegung, die Bewegungen		[sound:BAKU_A1_Bewegung_dwdownload.mp3]		fitness
against it/that; in order to stop or prevent it/that	dagegen		[sound:BAKU_A2_dagegen_dwdownload.mp3]		fitness
to recommend something (to someone)	(jemandem) etwas empfehlen <br><small><i>empfiehlt, empfahl, hat empfohlen</i></small>		[sound:BAKU_A2_empfehlen_dwdownload.mp3]		fitness
nutrition	die Ernährung <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Ernaehrung_dwdownload.mp3]		fitness
(physical) fitness	die Fitness <br><small><i>nur Singular</i></small>		[sound:BAKU_A2_Fitness_dwdownload.mp3]		fitness
to feel	sich fühlen <br><small><i>fühlt, fühlte, hat gefühlt</i></small>		[sound:BAKU_A1_fuehlen_dwdownload.mp3]		fitness
enough	genug		[sound:BAKU_A2_genug_dwdownload.mp3]		fitness
health	die Gesundheit <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Gesundheit_dwdownload.mp3]		fitness
gymnastics	die Gymnastik <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Gymnastik_dwdownload.mp3]		fitness
weight training; strength training	das Krafttraining, die Krafttrainings		[sound:BAKU_das_Krafttraining_dwdownload.mp3]		fitness
million	die Million, die Millionen		[sound:BAKU_A1_Million_dwdownload.mp3]		fitness
at least; minimum	mindestens		[sound:BAKU_A2_mindestens_dwdownload.mp3]		fitness
"pain<br><img src=""40244422_507.jpg"" width=""50%"" height=""50%"">"	der Schmerz, die Schmerzen		[sound:BAKU_A1_Schmerz_dwdownload.mp3]		fitness
"sports field; sports ground<br><img src=""40244563_507.jpg"" width=""50%"" height=""50%"">"	der Sportplatz, die Sportplätze		[sound:BAKU_A2_Sportplatz_dwdownload.mp3]		fitness
"to jump<br><img src=""40135388_507.jpg"" width=""50%"" height=""50%"">"	springen <br><small><i>springt, sprang, ist gesprungen</i></small>		[sound:BAKU_B1_springen_dwdownload.mp3]		fitness
to do something	etwas tun <br><small><i>tut, tat, hat getan</i></small>		[sound:BAKU_A1_tun_dwdownload.mp3]		fitness
"to lose weight<br><img src=""40244057_507.jpg"" width=""50%"" height=""50%"">"	ab|nehmen <br><small><i>nimmt ab, nahm ab, hat abgenommen</i></small>		[sound:BAKU_A2_abnehmen_dwdownload.mp3]		ist-das-gesund
"chip<br><img src=""40057662_507.jpg"" width=""50%"" height=""50%"">"	der Chip, die Chips <br><small><i>meist im Plural</i></small>		[sound:BAKU_A2_Chip_dwdownload.mp3]		ist-das-gesund
diet	die Diät, die Diäten		[sound:BAKU_B1_Diaet_dwdownload.mp3]		ist-das-gesund
fat; heavy	dick <br><small><i>dicker, am dicksten</i></small>		[sound:BAKU_A1_dick_dwdownload.mp3]		ist-das-gesund
fat(ty); greasy	fett <br><small><i>fetter, am fettesten</i></small>		[sound:BAKU_A2_fett_dwdownload.mp3]		ist-das-gesund
"fat<br><img src=""42643163_507.jpg"" width=""50%"" height=""50%"">"	das Fett, die Fette		[sound:BAKU_A1_Fett_dwdownload.mp3]		ist-das-gesund
calorie	die Kalorie, die Kalorien		[sound:BAKU_A1_Kalorie_dwdownload.mp3]		ist-das-gesund
"cookie<br><img src=""40057583_507.jpg"" width=""50%"" height=""50%"">"	der Keks, die Kekse		[sound:BAKU_A2_Keks_dwdownload.mp3]		ist-das-gesund
ketchup	das Ketchup, die Ketchups <br><small><i>alternativ: der Ketchup, die Ketchups</i></small>		[sound:BAKU_A1_Ketchup_dwdownload.mp3]		ist-das-gesund
"cherry<br><img src=""40057164_507.jpg"" width=""50%"" height=""50%"">"	die Kirsche, die Kirschen		[sound:BAKU_A1_Kirsche_dwdownload.mp3]		ist-das-gesund
"people<br><img src=""40022791_507.jpg"" width=""50%"" height=""50%"">"	die Leute (Plural) <br><small><i>nur Plural</i></small>		[sound:BAKU_A1_Leute_dwdownload.mp3]		ist-das-gesund
"mandarin; tangerine<br><img src=""40057196_507.jpg"" width=""50%"" height=""50%"">"	die Mandarine, die Mandarinen		[sound:BAKU_A1_mandarine_dwdownload.mp3]		ist-das-gesund
"mayonnaise<br><img src=""40057252_507.jpg"" width=""50%"" height=""50%"">"	die Mayonnaise, die Mayonnaisen <br><small><i>Plural selten; Kurzform: die Mayo, die Mayos</i></small>		[sound:BAKU_A1_Mayonaise_dwdownload.mp3]		ist-das-gesund
raisin	die Rosine, die Rosinen		[sound:BAKU_A1_Rosine_dwdownload.mp3]		ist-das-gesund
spicy	scharf <br><small><i>schärfer, am schärfsten</i></small>		[sound:BAKU_A2_scharf_dwdownload.mp3]		ist-das-gesund
mustard	der Senf <br><small><i>nur Singular</i></small>		[sound:BAKU_B1_Senf_dwdownload.mp3]		ist-das-gesund
sauce	die Soße, die Soßen		[sound:BAKU_A2_Sosse_dwdownload.mp3]		ist-das-gesund
"sweet; candy<br><img src=""40135517_507.jpg"" width=""50%"" height=""50%"">"	die Süßigkeit, die Süßigkeiten <br><small><i>meist im Plural</i></small>		[sound:BAKU_A2_Suessigkeit_dwdownload.mp3]		ist-das-gesund
"cake; tart<br><img src=""40135656_507.jpg"" width=""50%"" height=""50%"">"	die Torte, die Torten		[sound:BAKU_A2_Torte_dwdownload.mp3]		ist-das-gesund
unhealthy	ungesund <br><small><i>ungesünder, am ungesündesten (alternativ: ungesunder, am ungesundesten)</i></small>		[sound:BAKU_A2_ungesund_dwdownload.mp3]		ist-das-gesund
vitamin	das Vitamin, die Vitamine		[sound:BAKU_B1_Vitamin_dwdownload.mp3]		ist-das-gesund
caution; careful; As an interjection: Beware!	die Vorsicht <br><small><i>nur Singular</i></small>		[sound:BAKU_B1_Vorsicht_dwdownload.mp3]		ist-das-gesund
to gain weight; to put on weight	zu|nehmen  <br><small><i>nimmt zu, nahm zu, hat zugenommen</i></small>		[sound:BAKU_A1_zunehmen_dwdownload.mp3]		ist-das-gesund
bench	die Bank, die Bänke		[sound:BAKU_die_Bank_dwdownload.mp3]		geht-es-dir-gut
"to bleed<br><img src=""40057912_507.jpg"" width=""50%"" height=""50%"">"	bluten  <br><small><i>blutet, blutete, hat geblutet</i></small>		[sound:BAKU_B1_bluten_dwdownload.mp3]		geht-es-dir-gut
thumb	der Daumen, die Daumen		[sound:BAKU_A1_Daumen_dwdownload.mp3]		geht-es-dir-gut
swollen	geschwollen <br><small><i>geschwollener, am geschwollensten</i></small><br><br>	dick <br><small><i>dicker, am dicksten</i></small>	[sound:BAKU_A1_geschwollen_sein_dwdownload.mp3]	[sound:BAKU_A1_dick_dwdownload.mp3]	geht-es-dir-gut
suffering from a cold	erkältet		[sound:BAKU_A1_erkaeltet_dwdownload.mp3]		geht-es-dir-gut
"a fever<br><img src=""40057800_507.jpg"" width=""50%"" height=""50%"">"	das Fieber, die Fieber <br><small><i>Plural selten</i></small>		[sound:BAKU_A1_Fieber_dwdownload.mp3]		geht-es-dir-gut
exactly	genau		[sound:BAKU_A1_genau_dwdownload.mp3]		geht-es-dir-gut
"a cough<br><img src=""40057569_507.jpg"" width=""50%"" height=""50%"">"	der Husten, die Husten <br><small><i>Plural selten</i></small>		[sound:BAKU_A1_Husten_der_dwdownload.mp3]		geht-es-dir-gut
immune system	das Immunsystem, die Immunsysteme <br><small><i>Plural selten</i></small>		[sound:BAKU_A1_Immunsystem_dwdownload.mp3]		geht-es-dir-gut
to cool something	etwas kühlen <br><small><i>kühlt, kühlte, hat gekühlt</i></small>		[sound:BAKU_A2_kuehlen_dwdownload.mp3]		geht-es-dir-gut
mood	die Laune, die Launen		[sound:BAKU_A1_Laune_dwdownload.mp3]		geht-es-dir-gut
"bandage; sticking plaster<br><img src=""40056988_507.jpg"" width=""50%"" height=""50%"">"	das Pflaster, die Pflaster		[sound:BAKU_A2_Pflaster_dwdownload.mp3]		geht-es-dir-gut
